,label
9825,not clickbait
3184,clickbait
12593,not clickbait
79,clickbait
12034,not clickbait
14295,not clickbait
8185,not clickbait
12490,not clickbait
13989,clickbait
14913,clickbait
13722,clickbait
12427,not clickbait
7283,not clickbait
6300,clickbait
12576,clickbait
6100,not clickbait
11891,not clickbait
14870,not clickbait
13040,clickbait
11398,clickbait
2152,not clickbait
1616,clickbait
5939,not clickbait
3573,clickbait
1702,clickbait
1651,not clickbait
2653,not clickbait
14122,clickbait
9679,clickbait
8638,not clickbait
8818,not clickbait
11248,clickbait
2633,clickbait
8377,not clickbait
1148,not clickbait
7797,clickbait
12645,clickbait
12248,not clickbait
11930,clickbait
2196,clickbait
8421,not clickbait
8029,clickbait
2897,not clickbait
14942,not clickbait
5064,clickbait
12002,clickbait
8369,not clickbait
9977,not clickbait
2118,not clickbait
8568,clickbait
4826,not clickbait
10043,not clickbait
9934,clickbait
5743,clickbait
14405,clickbait
5387,not clickbait
2173,clickbait
15211,not clickbait
4758,clickbait
10953,clickbait
9029,clickbait
577,not clickbait
12986,not clickbait
2736,not clickbait
15396,not clickbait
2362,clickbait
3488,not clickbait
10571,not clickbait
58,not clickbait
7020,clickbait
11535,not clickbait
1852,clickbait
266,not clickbait
10112,clickbait
8308,not clickbait
14313,not clickbait
14408,clickbait
14247,clickbait
5830,not clickbait
14661,clickbait
14328,clickbait
10538,not clickbait
14839,clickbait
8765,clickbait
7894,clickbait
2007,clickbait
15168,clickbait
231,not clickbait
437,not clickbait
2208,not clickbait
11996,clickbait
6607,clickbait
8336,not clickbait
10464,not clickbait
13766,not clickbait
11082,not clickbait
12610,clickbait
9568,not clickbait
9782,not clickbait
4326,not clickbait
13440,clickbait
10877,not clickbait
1067,not clickbait
6487,not clickbait
1335,clickbait
5637,clickbait
8889,not clickbait
6905,not clickbait
10148,clickbait
9086,not clickbait
3149,clickbait
14320,not clickbait
14178,clickbait
11195,clickbait
8916,not clickbait
13882,clickbait
6522,clickbait
6349,not clickbait
10921,not clickbait
1727,not clickbait
12171,not clickbait
10838,clickbait
14315,clickbait
12000,clickbait
3596,not clickbait
4369,clickbait
1973,clickbait
8368,clickbait
15487,not clickbait
14125,not clickbait
12874,clickbait
12744,clickbait
36,not clickbait
15391,not clickbait
14551,clickbait
15600,not clickbait
9677,clickbait
510,clickbait
5585,not clickbait
13947,not clickbait
3796,not clickbait
2626,clickbait
2304,clickbait
8812,clickbait
4763,clickbait
11089,clickbait
12074,not clickbait
3528,clickbait
9309,not clickbait
14375,clickbait
2293,clickbait
7566,not clickbait
4889,clickbait
12567,clickbait
13364,not clickbait
6556,clickbait
9451,not clickbait
3491,not clickbait
14929,not clickbait
14466,not clickbait
3233,not clickbait
9610,clickbait
1939,not clickbait
13378,not clickbait
1070,not clickbait
6630,clickbait
7293,not clickbait
8622,not clickbait
1721,not clickbait
5943,clickbait
11459,clickbait
7393,clickbait
13702,not clickbait
3313,clickbait
4740,clickbait
4347,clickbait
8661,not clickbait
9284,clickbait
12196,clickbait
15024,not clickbait
12586,not clickbait
9008,clickbait
13213,not clickbait
1643,not clickbait
13078,not clickbait
7945,clickbait
7664,not clickbait
12011,clickbait
9087,not clickbait
6963,clickbait
8610,clickbait
3708,clickbait
673,not clickbait
5881,clickbait
13293,not clickbait
5191,not clickbait
8228,clickbait
3129,not clickbait
11322,not clickbait
12330,clickbait
2309,not clickbait
10809,clickbait
7090,clickbait
6790,not clickbait
5925,not clickbait
3460,not clickbait
8742,clickbait
11806,clickbait
1600,not clickbait
12855,not clickbait
6980,not clickbait
9512,clickbait
7851,not clickbait
8420,not clickbait
11095,clickbait
3451,not clickbait
2301,not clickbait
7451,not clickbait
5373,not clickbait
7553,not clickbait
3216,clickbait
11069,not clickbait
13390,not clickbait
13539,not clickbait
10433,not clickbait
10502,clickbait
3968,not clickbait
12920,not clickbait
4140,clickbait
1896,clickbait
8292,not clickbait
9970,not clickbait
5660,clickbait
2354,not clickbait
2421,clickbait
1362,clickbait
273,not clickbait
14859,clickbait
6368,not clickbait
6154,not clickbait
3639,not clickbait
6422,clickbait
2975,not clickbait
12252,not clickbait
14712,not clickbait
12041,clickbait
938,not clickbait
14483,clickbait
10640,clickbait
8560,not clickbait
5405,clickbait
2718,clickbait
10971,clickbait
9468,not clickbait
7106,clickbait
5467,clickbait
14581,clickbait
11220,clickbait
10284,clickbait
8995,clickbait
4801,clickbait
4484,not clickbait
7655,clickbait
4863,clickbait
14825,clickbait
7010,not clickbait
9714,clickbait
3490,not clickbait
1064,clickbait
3107,not clickbait
4735,not clickbait
143,clickbait
12917,not clickbait
6482,not clickbait
5447,clickbait
9542,clickbait
1204,not clickbait
2140,clickbait
13318,clickbait
2896,not clickbait
8797,not clickbait
11792,clickbait
802,not clickbait
2623,not clickbait
5698,clickbait
3264,not clickbait
1404,clickbait
10841,not clickbait
7900,clickbait
14684,clickbait
14217,clickbait
7726,clickbait
14393,clickbait
12253,clickbait
12310,clickbait
4199,clickbait
845,not clickbait
445,not clickbait
11448,not clickbait
2985,not clickbait
3968,clickbait
4356,not clickbait
5577,clickbait
8455,not clickbait
12192,clickbait
2126,clickbait
8787,clickbait
7309,clickbait
8552,clickbait
6343,clickbait
12649,clickbait
3464,not clickbait
8274,clickbait
15798,not clickbait
8602,not clickbait
900,clickbait
2929,not clickbait
8908,not clickbait
2505,not clickbait
1670,not clickbait
15038,clickbait
11008,not clickbait
13911,not clickbait
13794,not clickbait
14975,clickbait
14424,clickbait
7830,not clickbait
3271,clickbait
6685,clickbait
775,not clickbait
14005,not clickbait
14972,not clickbait
6453,clickbait
13975,clickbait
15351,not clickbait
2025,not clickbait
405,clickbait
11751,clickbait
4011,not clickbait
12277,not clickbait
3303,clickbait
10152,not clickbait
1832,not clickbait
1642,not clickbait
4499,clickbait
9928,not clickbait
3305,not clickbait
9640,not clickbait
10553,not clickbait
381,clickbait
12120,clickbait
15710,not clickbait
2307,not clickbait
4906,not clickbait
8597,clickbait
15972,not clickbait
3309,clickbait
6717,clickbait
1015,not clickbait
379,clickbait
5092,not clickbait
42,clickbait
12629,clickbait
3100,clickbait
778,not clickbait
3770,not clickbait
10950,clickbait
6724,not clickbait
8647,clickbait
10591,not clickbait
5570,not clickbait
12947,not clickbait
12956,not clickbait
2408,not clickbait
1516,clickbait
1607,clickbait
3799,clickbait
9559,not clickbait
7429,not clickbait
21,clickbait
2583,not clickbait
5179,not clickbait
4667,not clickbait
3945,clickbait
1439,clickbait
14923,not clickbait
14831,not clickbait
1181,clickbait
1566,not clickbait
3327,not clickbait
4292,clickbait
4892,not clickbait
1143,clickbait
12591,not clickbait
4714,not clickbait
5721,clickbait
2583,clickbait
15096,clickbait
11004,not clickbait
3189,clickbait
12696,not clickbait
11441,clickbait
14220,not clickbait
13110,not clickbait
8410,not clickbait
9545,not clickbait
9772,clickbait
15017,not clickbait
10282,clickbait
5530,not clickbait
10856,not clickbait
2398,not clickbait
14314,clickbait
2866,not clickbait
13523,clickbait
503,not clickbait
4158,not clickbait
2944,not clickbait
8273,clickbait
343,clickbait
14320,clickbait
5562,not clickbait
11002,clickbait
9971,not clickbait
1685,not clickbait
2927,not clickbait
5821,clickbait
8468,clickbait
1273,not clickbait
14625,clickbait
1207,not clickbait
5147,not clickbait
4187,clickbait
11011,clickbait
11387,not clickbait
1560,not clickbait
13054,not clickbait
6612,not clickbait
1468,not clickbait
13728,not clickbait
10866,clickbait
6786,not clickbait
4267,not clickbait
6698,clickbait
14632,clickbait
2013,clickbait
12309,clickbait
3232,not clickbait
2584,clickbait
3004,not clickbait
1612,clickbait
532,not clickbait
5573,not clickbait
8905,clickbait
4783,not clickbait
5613,not clickbait
9786,not clickbait
14335,clickbait
5607,clickbait
2109,clickbait
8855,clickbait
11383,not clickbait
9340,not clickbait
2669,not clickbait
11805,not clickbait
11159,not clickbait
9305,clickbait
175,clickbait
14091,clickbait
7942,clickbait
12713,clickbait
4282,not clickbait
12798,not clickbait
3255,not clickbait
6735,clickbait
15262,not clickbait
6693,not clickbait
23,clickbait
14377,clickbait
7334,clickbait
10807,clickbait
10541,clickbait
8509,not clickbait
13357,clickbait
391,not clickbait
7844,clickbait
3269,not clickbait
15528,not clickbait
5122,clickbait
12987,clickbait
11578,not clickbait
11613,clickbait
9110,not clickbait
11129,clickbait
1523,clickbait
7534,clickbait
10581,clickbait
10644,not clickbait
2321,not clickbait
13817,not clickbait
9692,clickbait
10458,clickbait
5673,clickbait
10078,not clickbait
10529,clickbait
7314,not clickbait
14423,clickbait
15144,not clickbait
339,clickbait
7653,clickbait
7131,clickbait
8924,clickbait
9150,not clickbait
5800,not clickbait
3312,not clickbait
1037,not clickbait
12014,clickbait
1337,clickbait
10515,clickbait
5090,not clickbait
395,clickbait
7413,not clickbait
6568,clickbait
7560,not clickbait
8793,clickbait
14621,clickbait
4080,not clickbait
10062,clickbait
3256,not clickbait
6045,not clickbait
14640,not clickbait
10141,clickbait
4183,not clickbait
12754,not clickbait
7939,clickbait
10475,not clickbait
2214,not clickbait
6383,clickbait
8666,not clickbait
738,clickbait
6750,clickbait
13458,not clickbait
9908,clickbait
14601,clickbait
11748,not clickbait
11246,clickbait
8777,clickbait
5215,clickbait
10128,clickbait
9043,not clickbait
4566,clickbait
112,not clickbait
11250,not clickbait
14230,not clickbait
13155,clickbait
8999,clickbait
5450,not clickbait
5497,clickbait
2487,not clickbait
14607,not clickbait
960,not clickbait
9014,not clickbait
11149,clickbait
15407,not clickbait
14467,not clickbait
10703,clickbait
9573,clickbait
5099,clickbait
8933,not clickbait
12699,clickbait
8052,not clickbait
1184,clickbait
15157,not clickbait
2667,clickbait
4732,clickbait
6393,clickbait
10126,clickbait
13986,not clickbait
8563,clickbait
1682,not clickbait
2104,not clickbait
5948,not clickbait
5392,not clickbait
13651,not clickbait
305,not clickbait
14609,clickbait
12101,not clickbait
10388,not clickbait
13945,clickbait
5047,clickbait
7019,not clickbait
3000,clickbait
11660,not clickbait
4996,clickbait
12786,clickbait
4304,clickbait
4604,clickbait
13861,clickbait
1119,clickbait
1870,clickbait
10879,clickbait
4433,clickbait
10762,clickbait
9292,not clickbait
4868,not clickbait
5275,not clickbait
3033,not clickbait
7814,clickbait
4453,not clickbait
3963,clickbait
6762,not clickbait
1735,not clickbait
1605,clickbait
4959,not clickbait
2044,clickbait
4556,clickbait
6189,clickbait
9959,clickbait
9194,not clickbait
2283,not clickbait
1128,clickbait
5801,clickbait
6012,clickbait
1747,clickbait
578,clickbait
6954,not clickbait
11447,clickbait
4492,clickbait
869,not clickbait
11093,clickbait
12086,clickbait
11950,not clickbait
11348,not clickbait
4938,not clickbait
2208,clickbait
2107,clickbait
2330,not clickbait
9481,not clickbait
12651,clickbait
12168,not clickbait
8127,not clickbait
8088,clickbait
13393,not clickbait
1679,not clickbait
7923,clickbait
3716,clickbait
14706,clickbait
7141,not clickbait
3386,clickbait
5775,not clickbait
14289,clickbait
5747,not clickbait
9687,not clickbait
4715,clickbait
5621,clickbait
4411,not clickbait
14399,clickbait
3032,clickbait
9655,clickbait
6628,clickbait
15884,not clickbait
1441,not clickbait
12866,clickbait
2223,not clickbait
12670,not clickbait
1300,clickbait
5882,not clickbait
2783,not clickbait
11903,clickbait
2358,clickbait
7265,clickbait
5100,not clickbait
5369,clickbait
6097,not clickbait
11955,clickbait
11160,clickbait
605,not clickbait
6907,clickbait
7500,clickbait
13411,not clickbait
9477,not clickbait
11988,clickbait
9302,not clickbait
5343,not clickbait
811,not clickbait
5165,clickbait
13056,not clickbait
3282,not clickbait
149,not clickbait
2269,not clickbait
14256,clickbait
3164,not clickbait
6324,not clickbait
3322,not clickbait
12779,clickbait
13825,clickbait
15976,not clickbait
14049,clickbait
13510,clickbait
2588,clickbait
3306,not clickbait
10748,clickbait
4090,not clickbait
14018,clickbait
3615,clickbait
4539,clickbait
5523,not clickbait
1629,not clickbait
3691,clickbait
221,clickbait
3815,not clickbait
9931,not clickbait
2559,clickbait
13305,clickbait
8791,not clickbait
12494,not clickbait
13571,not clickbait
15120,clickbait
2106,clickbait
635,clickbait
7731,clickbait
10666,not clickbait
4210,not clickbait
3895,not clickbait
1363,not clickbait
2261,not clickbait
3835,not clickbait
13684,clickbait
11077,clickbait
13774,not clickbait
13721,clickbait
13014,clickbait
11449,clickbait
9909,clickbait
5166,clickbait
15091,clickbait
7804,not clickbait
9863,clickbait
9493,not clickbait
13551,clickbait
11409,not clickbait
13462,clickbait
12206,clickbait
10285,not clickbait
11976,clickbait
6269,clickbait
4445,clickbait
10947,not clickbait
11458,clickbait
4215,not clickbait
10764,clickbait
4797,clickbait
11254,not clickbait
10347,clickbait
3928,not clickbait
13813,clickbait
10754,clickbait
12679,not clickbait
676,clickbait
3618,clickbait
13705,not clickbait
5542,clickbait
13579,clickbait
14127,not clickbait
1617,clickbait
15511,not clickbait
14983,not clickbait
14985,clickbait
1855,not clickbait
2160,not clickbait
4186,clickbait
15731,not clickbait
9630,clickbait
12008,clickbait
4652,clickbait
5622,clickbait
2421,not clickbait
7952,clickbait
3319,clickbait
8464,not clickbait
4086,clickbait
15571,not clickbait
13256,clickbait
7646,clickbait
175,not clickbait
998,not clickbait
13066,not clickbait
10209,not clickbait
5088,not clickbait
13340,not clickbait
6382,not clickbait
4008,not clickbait
8043,clickbait
7035,clickbait
2789,not clickbait
5773,clickbait
7039,clickbait
5602,clickbait
7006,not clickbait
7859,clickbait
6617,clickbait
12182,not clickbait
9738,clickbait
3767,clickbait
7874,not clickbait
1088,clickbait
10701,clickbait
8893,not clickbait
4669,not clickbait
3121,not clickbait
10975,not clickbait
381,not clickbait
14283,clickbait
4094,clickbait
3798,clickbait
1362,not clickbait
13852,clickbait
3380,not clickbait
10244,clickbait
2460,clickbait
10058,not clickbait
2016,clickbait
12927,clickbait
13898,not clickbait
6219,clickbait
9385,clickbait
11746,clickbait
2815,clickbait
12618,not clickbait
5439,clickbait
13859,not clickbait
7418,clickbait
6193,not clickbait
8238,clickbait
9663,clickbait
5780,not clickbait
8362,not clickbait
482,clickbait
11989,not clickbait
1908,not clickbait
14296,not clickbait
8359,clickbait
4135,clickbait
8678,not clickbait
3323,clickbait
2169,not clickbait
10673,not clickbait
10173,clickbait
1638,not clickbait
12684,not clickbait
7665,clickbait
7681,clickbait
12476,not clickbait
3828,clickbait
8740,clickbait
9523,not clickbait
356,clickbait
5638,not clickbait
9614,clickbait
5094,not clickbait
7263,clickbait
2829,clickbait
5815,clickbait
12535,not clickbait
8877,clickbait
4085,clickbait
13773,not clickbait
11911,not clickbait
13250,not clickbait
11819,not clickbait
3329,clickbait
12991,not clickbait
7481,not clickbait
11815,clickbait
11937,not clickbait
15684,not clickbait
9910,not clickbait
15697,not clickbait
12873,not clickbait
8423,clickbait
5030,not clickbait
13095,clickbait
5213,clickbait
15943,not clickbait
3299,not clickbait
6859,not clickbait
186,not clickbait
14683,not clickbait
13886,clickbait
12669,clickbait
34,clickbait
1760,clickbait
14361,not clickbait
3050,clickbait
5838,not clickbait
13903,clickbait
9175,not clickbait
3293,not clickbait
5863,clickbait
11520,clickbait
9945,clickbait
6806,clickbait
164,clickbait
12132,clickbait
1693,clickbait
9343,clickbait
3459,clickbait
5006,clickbait
11540,clickbait
10888,clickbait
1308,clickbait
8180,not clickbait
1545,clickbait
5490,not clickbait
11222,clickbait
1403,not clickbait
13409,clickbait
4440,not clickbait
11150,not clickbait
13744,clickbait
6032,not clickbait
4560,clickbait
15123,not clickbait
5278,clickbait
5296,clickbait
1958,not clickbait
5917,clickbait
13748,not clickbait
6560,clickbait
12428,clickbait
8810,not clickbait
2977,not clickbait
15109,not clickbait
2722,clickbait
8738,clickbait
11782,not clickbait
8184,not clickbait
3175,clickbait
14959,clickbait
9030,not clickbait
